Date,"A001, Bicentennial Bikeway, Auchenflower  _Pedestrian","A001, Bicentennial Bikeway, Auchenflower  _Cyclist","A019, Bicentennial Bikeway, Milton  _Pedestrian","A019, Bicentennial Bikeway, Milton  _Cyclist","A002, Bishop Street, Kelvin Grove  _Pedestrian","A002, Bishop Street, Kelvin Grove  _Cyclist","A023, Botanic Gardens, City  _Pedestrian","A023, Botanic Gardens, City  _Cyclist","A003, Ekibin Park, Greenslopes  _Pedestrian","A003, Ekibin Park, Greenslopes  _Cyclist","A004, Eleanor Schonell Br Cyclists, St Lucia  _Cyclist","A004, Eleanor Schonell Br Pedestrians, St Lucia  _Pedestrian","A005, Go Between Br Cyclists, South Brisbane   _Cyclist","A005, Go Between Br Pedestrians, South Brisbane  _Pedestrian","A006, Granville St Bridge, Herston  _Pedestrian","A006, Granville St Bridge, Herston  _Cyclist","A020, Gympie Rd (Marchant Park), Chermside  _Pedestrian","A020, Gympie Rd (Marchant Park), Chermside  _Cyclist","A007, Jack Pesch Bridge, Indooroopilly_Pedestrian","A007, Jack Pesch Bridge, Indooroopilly_Cyclist","A008, Kangaroo Point Bikeway, Kangaroo Point  _Pedestrian","A008, Kangaroo Point Bikeway, Kangaroo Point  _Cyclist","A009, Kedron Brook Bikeway, Lutwyche  _Pedestrian","A009, Kedron Brook Bikeway, Lutwyche  _Cyclist","A010, Kedron Brook Bikeway, Mitchelton  _Pedestrian","A010, Kedron Brook Bikeway, Mitchelton  _Cyclist","A011, Lambert Rd, Indooroopilly  _Cyclist","A021, Lores Bonney Riverwalk, Hamilton  _Pedestrian","A021, Lores Bonney Riverwalk, Hamilton  _Cyclist","A018, Macquarie Street, St Lucia  _Pedestrian","A018, Macquarie Street, St Lucia  _Cyclist","A017, Norman Creek Bridge, Norman Park  _Pedestrian","A017, Norman Creek Bridge, Norman Park  _Cyclist","A012, North Brisbane Bikeway (Mann Park), Windsor  _Pedestrian","A012, North Brisbane Bikeway (Mann Park), Windsor  _Cyclist","A013, Riverwalk, Newfarm  _Pedestrian","A013, Riverwalk, Newfarm  _Cyclist","A014, Schulz Canal Bridge, Nundah  _Pedestrian","A014, Schulz Canal Bridge, Nundah  _Cyclist","A022, Stanley Street, South Brisbane  _Cyclist","A016, Story Bridge East, Kangaroo Point  _Pedestrian","A016, Story Bridge East, Kangaroo Point  _Cyclist","A016, Story Bridge West, Kangaroo Point _Pedestrian","A016, Story Bridge West, Kangaroo Point _Cyclist","A024, Land Bridge ICB, Spring Hill  _Pedestrian","A024, Land Bridge ICB, Spring Hill  _Cyclist","A025, Maritime Museum, South Brisbane  _Pedestrian","A025, Maritime Museum, South Brisbane  _Cyclist","A026, Annerley Rd, South Brisbane  _Cyclist","A027, Kurilpa Bridge Tank Street, Brisbane City  _Cyclist","A028, Indooroopilly Riverwalk, Indooroopilly _Pedestrian","A028, Indooroopilly Riverwalk, Indooroopilly _Cyclist","A029, Lytton Road, East Brisbane _Cyclist","A200,_Cyclist City Link Cycleway (Edward St - Charlotte to Mary), City","A200,_Scooter City Link Cycleway (Edward St - Charlotte to Mary), City","A201,_Cyclist City Link Cycleway (Elizabeth St - Creek to Edward), City","A202,_Cyclist City Link Cycleway (Elizabeth St - Edward to Albert), City","A202,_Scooter City Link Cycleway (Elizabeth St - Edward to Albert), City","A203,_Cyclist City Link Cycleway (Victoria Bridge), City","A203,_Scooter City Link Cycleway (Victoria Bridge), City"
"Sunday, 8 August 2021",2919,3587,2886,3714,1116,314,3588,2517,2696,,1424.556033,1195,1706,1175,,,243,30,1360,1298,4354,1822,1970,2050,,,,3428,1757,1301,1108,777,49,502,507,2894,1348,237,132,829,743,947,1580,508,758,531,5900,3275,522,523,1494,1874,544,,,255,,,205,251
"Monday, 9 August 2021",1549,1146,1479,1279,416,71,1509,710,1088,,501.4489132,761,524,586,,,127,13,304,152,1494,410,775,418,,,,1247,322,688,256,391,8,268,348,1128,225,99,59,445,388,381,663,251,459,433,2569,1340,309,334,432,236,239,,,202,,,249,362
"Tuesday, 10 August 2021",1983,2750,2224,2874,586,122,2210,1459,1337,,982.1392685,834,1119,724,,,155,34,674,523,2007,918,1086,856,,,,1633,632,1012,607,603,30,418,521,1371,496,120,189,822,463,678,768,437,749,785,,,563,625,670,563,411,,,303,,,287,392
"Wednesday, 11 August 2021",1948,2528,2082,2727,505,116,2080,1381,1290,,913.3765456,837,1077,717,,,90,21,626,546,2042,802,1031,827,,,,1736,566,1000,608,530,19,359,522,1330,456,140,179,772,488,634,725,411,772,751,,,498,652,689,652,448,,,289,,,334,439
"Thursday, 12 August 2021",2036,2860,2195,3090,602,142,2207,1568,1235,,1020.41286,781,1209,750,,,111,16,712,546,2076,922,1108,832,,,,1670,756,924,601,525,17,370,536,1484,524,55,18,894,456,659,777,460,784,782,,,573,640,653,680,418,,,342,,,380,484
"Friday, 13 August 2021",1425,2755,1670,2924,416,117,1981,1489,935,,989.2750228,662,1251,721,,,78,16,789,766,1712,830,764,798,,,,1253,653,756,606,391,19,279,483,1144,606,72,11,828,430,641,637,379,547,697,,,548,636,628,715,426,,,350,,,350,421
"Saturday, 14 August 2021",1993,2772,2123,2815,726,161,3063,1890,1304,,930.8915788,801,1263,863,,,129,15,928,827,2934,1010,1220,1186,,,,2017,1048,918,726,398,16,218,393,2197,764,27,6,575,609,611,1229,383,576,465,,,467,471,971,1039,278,,,314,,,296,558
"Sunday, 15 August 2021",2230,3545,2448,3626,656,232,3564,2563,1484,,1128.097878,992,1501,840,,,146,21,1126,1138,3423,1393,1091,1597,,,,2351,1291,1126,960,433,18,317,524,2645,1085,26,15,746,627,712,1194,461,774,643,,,549,538,1346,1735,401,,,211,,,228,391
"Monday, 16 August 2021",2080,2732,2254,2980,563,168,2151,1818,1298,,1415.474164,1394,1121,689,,,152,16,629,536,2217,841,1073,751,,,,1624,640,1063,711,543,17,377,571,1369,506,60,4,937,471,648,733,395,791,810,,,642,699,837,682,442,,,306,,,378,467
"Tuesday, 17 August 2021",2198,3518,2147,3670,543,150,2565,1947,1571,,1658.738514,1588,1350,732,,,119,27,784,791,2466,1022,1160,942,,,,1868,767,1155,882,585,28,490,656,1804,590,87,46,1070,447,755,847,443,791,1028,,,705,859,828,874,594,,,338,,,372,500
"Wednesday, 18 August 2021",1769,2990,1942,3228,503,122,2142,1395,1092,,1401.85136,1440,1171,679,,,77,26,727,704,1763,794,777,617,,,,1160,515,957,735,491,14,342,558,1343,386,153,208,933,422,677,831,424,848,851,,,649,716,623,682,494,,,346,,,309,480
"Thursday, 19 August 2021",1947,3145,2337,3455,552,148,2315,1731,1180,,1484.885592,1581,1289,779,,,140,16,802,773,2107,972,1018,791,,,,1456,632,1027,807,523,16,405,559,1420,537,160,110,1013,423,700,768,424,842,862,,,699,749,784,782,502,,,374,,,379,503
"Friday, 20 August 2021",1596,3239,2027,3457,418,121,2359,1883,1082,,1508.238969,1383,1441,761,,,110,17,899,874,1975,962,821,789,,,,1461,685,1018,836,586,24,347,562,1382,577,114,27,964,439,703,783,415,861,845,,,668,697,732,753,465,,,378,,,389,579
"Saturday, 21 August 2021",1880,3094,2330,3239,827,156,3349,2064,1186,,1058.037746,891,1492,915,,,127,28,822,963,3146,1187,1205,1041,,,,1970,1169,1059,824,402,8,296,432,2445,928,76,26,715,561,733,1170,452,544,583,,,556,555,868,1127,347,,,289,,,326,664
"Sunday, 22 August 2021",2140,3333,2250,3446,606,185,3280,2408,1393,,1120.313419,1162,1461,1038,,,134,30,871,1024,3415,1365,1063,1394,,,,2172,1316,1121,936,409,19,352,495,2714,1097,66,163,771,553,655,1129,442,634,610,,,511,608,1198,1255,398,,,248,,,269,457
"Monday, 23 August 2021",2071,3106,2048,3431,553,154,2483,1915,1275,,1614.626578,1638,1189,737,,,133,17,654,566,2172,980,992,769,,,,1659,672,1119,751,516,18,406,688,1560,542,18,1,1000,499,712,758,451,881,996,684,259,725,773,698,721,606,,,349,,,393,501
"Tuesday, 24 August 2021",1717,2359,1773,2679,486,115,2176,1473,972,,1318.817129,1566,900,789,,,81,15,401,428,1685,731,842,529,,,,1268,419,895,547,475,28,359,526,1259,376,85,10,879,404,626,722,424,705,897,4353,2777,595,675,461,429,496,,,335,,,289,416
"Wednesday, 25 August 2021",1899,3487,2164,3655,504,120,2684,1791,1140,,1712.581023,1758,1342,798,,,137,19,770,701,2100,1017,973,705,,,,1425,585,1123,848,538,18,477,651,1578,542,149,56,1116,552,780,902,515,894,1015,5116,3813,778,825,650,832,585,,,404,,,434,566
"Thursday, 26 August 2021",1928,3278,2195,3622,549,139,2443,1749,1308,,1578.947807,1892,1278,785,,,115,13,657,693,2017,893,852,724,,,,1247,660,998,807,513,15,449,591,1545,509,222,124,1038,501,744,824,500,1003,956,4840,3324,707,769,656,708,549,,,411,,,393,549
"Friday, 27 August 2021",1532,3201,1911,3427,489,126,2306,1661,1027,,1525.754002,1488,1407,829,,,116,17,859,795,1759,861,812,682,,,,1294,627,995,745,484,17,371,558,1642,538,610,73,928,505,727,779,425,946,842,4623,3164,701,751,591,737,507,,,353,,,360,621
"Saturday, 28 August 2021",1714,2650,2094,2770,756,121,3029,1616,1078,,965.9216452,1006,1222,824,,,146,20,758,774,2845,1014,1054,893,,,,1673,960,1047,712,368,9,304,374,2283,790,1572,172,613,540,568,1025,368,399,482,5147,2454,449,470,716,787,300,,,266,,,270,591
"Sunday, 29 August 2021",2076,2967,2244,2976,595,162,3456,1697,1231,,1000.951712,1045,1241,855,,,124,29,829,891,3093,1157,1018,1154,,,,2048,1027,1015,802,403,19,278,449,2362,939,450,208,608,586,661,1206,394,401,484,5363,2561,425,459,1030,1207,329,,,255,,,237,482
"Monday, 30 August 2021",2085,3081,2281,3463,503,146,2391,1823,1220,,1504.34674,1583,1166,732,,,133,15,558,556,2148,973,900,740,,,,1632,659,986,755,512,15,432,694,1715,476,24,14,969,478,669,742,458,785,1048,4967,3357,674,823,689,581,587,,,321,,,380,512
"Tuesday, 31 August 2021",1987,3902,2102,4124,589,162,2554,2086,1232,,1781.343746,1726,1424,872,,,111,24,717,784,2134,1091,971,835,,,,1659,758,1114,951,565,25,448,738,1558,536,116,14,1152,500,780,918,524,898,1134,5160,4037,770,896,740,813,634,,,397,,,413,549
"Wednesday, 1 September 2021",1991,3725,2057,4039,489,142,2615,2227,1141,,1834.53755,1706,1456,701,,,129,36,729,824,2051,1072,975,857,,,,1656,728,1059,860,529,21,452,638,1544,535,45,34,1183,552,819,748,487,874,1057,5046,4095,839,862,781,889,661,,,406,,,413,605
"Thursday, 2 September 2021",1900,3318,1949,3721,528,152,2454,2035,1157,,1704.796564,1791,1325,686,,,103,18,694,634,2112,1052,923,678,,,,1450,655,915,784,531,22,432,574,1363,526,100,13,1077,463,738,690,485,891,1002,4819,3707,770,811,653,700,584,,,408,,,401,544
"Friday, 3 September 2021",1328,2668,1473,2851,440,117,2133,1518,886,,1290.274112,1365,1131,551,,,119,21,619,506,1483,777,645,583,,,,1047,496,724,613,321,11,273,454,1203,484,133,19,965,447,596,695,424,598,679,4468,3131,703,645,436,505,401,,,336,,,380,687
"Saturday, 4 September 2021",1666,2556,2006,2617,754,135,3061,1731,1141,,1043.766237,1051,1290,1010,,,156,48,799,742,2728,1043,1283,818,,,,1613,921,870,665,590,14,219,360,2082,745,79,14,683,644,566,1327,413,505,431,5955,2537,474,517,818,934,320,,,267,,,316,742
"Sunday, 5 September 2021",1632,2453,1738,2482,430,117,2727,1606,894,,861.480151,780,1000,594,,,82,17,681,738,2655,910,704,904,,,,1493,842,838,654,295,8,201,288,2153,730,156,8,513,489,511,1423,337,379,414,5225,2175,413,389,724,1038,253,,,166,,,169,428
"Monday, 6 September 2021",2102,2996,2117,3300,556,165,2559,1888,1176,,1599.05766,1674,1251,799,,,101,19,649,476,2139,930,968,714,,,,1730,606,1085,776,529,24,462,639,1642,483,6,5,964,478,723,785,500,818,955,4223,3033,688,787,703,622,548,,,351,,,338,510
"Tuesday, 7 September 2021",2089,3898,2491,4209,551,162,2723,2148,1289,,1841.0246,1747,1488,875,,,130,17,750,808,2181,1158,966,815,,,,1724,661,1107,858,559,27,474,710,1852,593,88,5,1130,530,807,770,551,892,1211,,,795,968,699,769,614,,,388,,,388,584
"Wednesday, 8 September 2021",2006,3741,2450,3941,495,148,2522,2111,1232,,1802.751009,1751,1403,754,,,97,19,717,747,2081,1076,907,844,,,,1507,687,1107,878,561,23,457,665,1610,514,213,27,1168,527,808,767,530,778,1121,,,832,935,743,709,624,,,435,,,464,600
"Thursday, 9 September 2021",2085,3345,2230,3618,513,181,2629,1981,1235,,1665.874268,1728,1375,716,,,100,22,680,727,2162,1078,929,794,,,,1531,692,1015,834,509,19,379,674,1715,535,207,88,1073,538,827,738,561,833,1112,,,759,881,672,633,620,,,407,,,427,592
"Friday, 10 September 2021",1490,3294,1862,3589,409,138,2331,1813,783,104,1574.406872,1492,1481,604,,,98,16,794,801,1907,971,731,771,,,,1327,632,884,776,463,16,318,546,1510,541,68,16,999,548,747,686,448,707,920,,,750,802,704,601,480,,,393,,,433,727
"Saturday, 11 September 2021",1698,2524,1808,2707,645,120,2837,1786,346,185,1061.929975,1096,1412,713,,,78,20,657,746,2721,952,1158,903,,,,1551,935,923,741,362,8,276,411,2242,778,88,12,649,438,506,867,386,473,567,,,455,503,760,763,302,,,285,,,268,666
"Sunday, 12 September 2021",2053,3004,2110,3059,507,146,5331,1963,313,361,1094.365222,971,1316,730,,,83,14,825,933,3016,1203,1025,1062,,,,1782,1221,899,830,413,22,243,455,4105,817,134,110,631,571,636,948,396,472,571,,,469,579,938,1143,398,,,272,,,224,490
"Monday, 13 September 2021",2062,2970,2176,3286,500,163,2125,1914,415,180,1506.941559,1507,1167,626,,,109,16,531,526,1952,957,900,638,,,,1486,679,993,727,486,24,365,650,1502,538,333,65,1000,471,705,612,472,1036,1013,,,736,792,809,701,560,,,347,399,346,398,528
"Tuesday, 14 September 2021",1896,3862,2103,4136,526,153,2734,2247,537,185,1822.212157,1541,1446,786,,,85,17,740,746,2224,1256,966,717,,,,1386,610,1111,882,532,28,458,696,1761,575,167,64,1127,457,815,836,538,916,1175,,,769,933,713,631,671,,,420,407,418,456,559
"Wednesday, 15 September 2021",2013,3603,2428,3885,563,147,2540,1956,475,196,1718.419367,1598,1455,815,,,85,29,740,707,2221,1072,860,734,,,,1413,675,1059,851,475,20,433,637,1670,555,73,17,1033,518,810,810,499,787,1090,,,763,922,707,800,632,,,385,419,411,438,634
"Thursday, 16 September 2021",1988,3460,2267,3832,498,149,2458,1911,509,186,1704.147859,1678,1395,759,,,110,25,761,726,2137,1085,948,739,,,,1567,667,982,744,513,24,400,650,1627,576,147,16,1103,504,746,763,478,829,1017,,,758,860,699,695,585,,,397,515,306,443,606
"Friday, 17 September 2021",1616,3335,1966,3632,407,144,2329,1959,379,166,1578.299102,1354,1441,726,,,84,12,832,814,1901,929,770,832,,,,1345,677,921,801,376,12,310,602,1623,600,43,4,1030,485,691,746,450,685,843,,,704,832,590,627,471,,,423,635,236,443,775
"Saturday, 18 September 2021",1695,2818,2057,3028,755,130,3414,1818,308,233,1013.92581,844,1504,1134,,,87,16,785,836,2714,1115,1186,901,,,,1536,897,807,798,337,8,252,371,2261,797,95,48,691,534,549,952,342,425,597,,,517,565,704,926,326,,,310,508,210,304,711
"Sunday, 19 September 2021",1948,2925,2116,2958,471,157,3155,1980,270,276,1095.662632,929,1289,786,,,121,14,704,862,2891,1169,899,1076,,,,1958,1195,915,797,557,20,268,438,2462,948,148,157,629,487,676,949,344,450,564,,,463,511,858,1047,363,,,235,427,163,278,614
"Monday, 20 September 2021",2114,2857,1950,3328,534,190,2568,1913,329,238,1406.392295,1539,1263,639,,,145,22,472,443,2219,1020,846,729,,,,1643,615,870,751,368,34,395,619,1736,544,96,25,916,423,713,700,479,681,957,,,654,761,655,602,514,,,412,620,196,414,725
"Tuesday, 21 September 2021",780,1916,1765,3623,536,154,2469,1984,444,192,1602.949889,1484,1289,645,,,92,19,542,688,2155,989,800,563,,,,1115,626,866,846,378,30,405,643,1560,526,52,77,1033,460,739,689,495,771,1024,,,697,838,503,689,511,,,380,411,316,438,602
"Wednesday, 22 September 2021",,,2288,3552,504,166,2748,2038,445,173,1588.029676,1677,751,1318,,,126,15,628,588,2181,1126,852,689,275,177,623,1493,682,1085,823,398,29,369,571,1769,586,100,26,1052,466,754,826,483,626,962,0,0,730,838,698,716,510,,,407,428,440,485,736
"Thursday, 23 September 2021",,,2214,3693,460,161,2792,2125,422,230,1577.650397,1648,723,1383,,,100,26,739,577,2226,1141,824,754,270,179,,1455,695,1060,797,388,15,381,634,1876,624,300,35,1083,502,801,789,473,845,939,,,772,844,684,672,1542,,,439,477,426,481,711
"Friday, 24 September 2021",,,1959,3633,428,120,2637,1866,344,202,1463.478329,1347,784,1556,,,100,16,791,725,2008,1012,817,719,254,174,,1532,706,914,828,359,26,318,482,1734,676,16,1,1026,48,1069,37,7,587,829,,,703,784,618,662,423,,,446,513,456,480,799
"Saturday, 25 September 2021",,,3031,3112,738,117,3745,1625,269,172,939.9734479,833,1147,1672,253,66,88,25,600,813,2302,1034,935,809,278,150,,1782,813,803,684,305,11,212,366,2279,679,109,77,712,113,805,22,17,392,486,,,615,602,587,734,413,,,282,372,384,587,903
"Sunday, 26 September 2021",,,1529,2603,447,112,2898,1601,178,269,867.3184954,834,888,1129,365,209,85,12,595,777,2625,922,843,939,252,238,,1732,873,795,688,293,13,197,353,1821,698,89,6,580,118,606,578,255,388,420,,,454,447,623,813,294,,,238,297,257,216,553
"Monday, 27 September 2021",,,1804,2553,446,138,2096,1633,431,157,1045.712352,1069,755,931,397,479,91,15,383,335,1631,760,733,404,251,122,,1397,497,808,485,264,19,350,451,1322,391,18,1,818,389,630,760,358,502,730,,,564,609,464,347,452,,,350,364,367,362,550
"Tuesday, 28 September 2021",,,2096,3718,492,160,2552,2193,473,232,1583.488741,1166,877,1399,559,474,97,10,731,635,2058,1061,883,777,291,207,,1619,772,1064,813,384,29,423,643,1382,548,211,64,1024,507,780,790,534,693,1004,,,702,797,644,739,572,,,407,414,428,436,718
"Wednesday, 29 September 2021",,,1832,3088,421,144,1967,1560,370,156,1259.78498,1124,750,1177,370,393,98,9,684,576,1626,821,708,580,220,121,,1201,567,929,693,306,19,346,478,1136,434,186,150,877,436,594,591,399,470,811,,,564,717,511,615,439,,,356,379,374,398,661
"Thursday, 30 September 2021",,,1276,1680,305,75,1606,940,182,97,793.366133,900,499,725,349,419,88,20,238,163,1201,456,537,363,172,94,,876,285,506,365,230,8,243,289,721,305,151,26,546,341,410,433,267,360,470,,,367,393,313,219,236,,,283,322,326,282,654
"Friday, 1 October 2021",,,1425,1559,359,94,1690,880,301,182,758.9847716,875,588,693,224,296,68,8,374,287,1406,475,697,350,212,92,,1127,316,652,340,332,8,226,217,959,302,216,67,480,351,336,538,238,392,301,,,358,368,389,323,222,,,1315,309,297,317,645
"Saturday, 2 October 2021",,,2109,2951,830,110,3198,1925,321,226,914.0252506,821,673,1387,470,161,179,12,787,816,2760,1107,1147,905,315,188,,1790,1003,793,774,302,14,262,459,2282,855,150,145,614,541,615,783,343,467,564,,,462,519,739,1022,323,,,348,345,372,317,758
"Sunday, 3 October 2021",,,1846,2876,386,129,2821,1865,270,311,995.7620721,865,989,1370,234,171,122,27,701,761,2769,1103,718,1097,317,186,,1806,1034,849,755,292,27,204,429,2251,889,165,42,592,462,562,772,376,490,515,,,423,524,808,1087,307,,,266,306,324,280,668
"Monday, 4 October 2021",,,1755,2800,334,183,2088,2077,260,367,954.8936613,724,539,1245,370,441,124,25,474,728,2757,1113,712,1093,317,180,,1893,1056,915,707,322,29,190,450,1966,959,121,87,531,466,572,484,384,415,479,,,391,498,777,868,324,,,207,265,228,251,486
"Tuesday, 5 October 2021",,,1749,3755,465,175,1788,1889,427,187,1706.093974,1350,636,1412,422,498,141,18,678,656,1972,1033,903,746,276,170,,1586,670,1100,828,563,26,340,578,1678,571,64,10,1057,429,710,537,478,781,1008,,,767,863,668,729,536,,,395,367,428,385,534
"Wednesday, 6 October 2021",,,1933,3977,483,155,2168,1950,476,212,1776.154106,1699,703,1442,367,451,129,27,929,813,2185,1098,932,882,270,148,,1632,755,1189,919,545,21,396,649,1802,593,119,4,1144,481,786,629,556,750,1084,,,824,900,817,801,1366,,,387,136,689,524,629
"Thursday, 7 October 2021",,,1756,3779,502,142,2120,1928,369,185,1689.227645,1686,686,1365,389,436,116,25,837,703,1925,1021,850,729,289,189,,1450,709,892,831,502,19,350,608,1535,532,85,16,1059,357,716,562,471,783,1030,,,773,838,687,778,595,,,377,457,318,,
"Friday, 8 October 2021",,,1646,3799,422,134,2063,1977,305,237,1531.592347,1322,577,1501,320,405,93,12,914,895,1966,1043,758,731,291,152,,1635,739,908,849,442,28,306,513,1418,589,158,78,1022,444,709,609,407,643,839,,,786,758,671,762,535,,,394,414,427,342,514
"Saturday, 9 October 2021",,,1440,3138,722,133,2696,1878,236,273,1029.494729,1132,612,1609,445,179,129,25,742,948,2669,1130,1179,970,252,126,,1708,1010,892,753,327,16,234,457,2116,872,24,2,664,391,672,785,411,463,553,,,511,499,744,1077,371,,,290,111,617,366,780
"Sunday, 10 October 2021",,,1505,3366,502,151,3252,2028,229,341,1232.539373,1121,665,1484,430,218,124,25,759,975,3292,1279,815,1126,339,217,,1883,1146,853,932,304,20,234,557,2182,943,32,36,656,1253,738,832,375,457,666,,,513,604,819,1233,352,,,267,463,95,326,598
"Monday, 11 October 2021",1198,1533,,,478,192,2028,1955,244,194,1533.538462,1513,607,1232,,143,115,19,663,566,1869,992,888,720,273,178,,1419,692,848,742,499,21,377,593,1305,532,59,48,977,349,807,488,447,811,990,,,708,829,632,689,611,,,385,496,359,472,524
"Tuesday, 12 October 2021",1362,1598,,,409,93,1631,1088,399,93,993.1672524,1679,685,674,294,292,64,8,333,226,1332,501,726,306,175,68,,1020,299,897,408,363,13,327,321,1032,230,87,12,651,294,417,591,308,452,600,,,487,455,513,331,309,,,278,351,298,334,471
"Wednesday, 13 October 2021",1831,3159,,,488,135,2235,1714,434,160,1571.812053,1823,778,1219,,,102,25,690,584,2024,917,896,647,268,117,,1406,588,991,792,476,21,374,537,1245,497,181,42,1013,444,736,597,434,894,924,,,670,799,659,684,571,,,418,439,338,473,602
"Thursday, 14 October 2021",1041,1015,,,294,44,1184,479,175,78,640.2717688,1487,556,458,,,61,5,272,128,983,285,399,159,121,32,,777,212,580,276,305,6,184,154,507,153,67,4,394,248,235,462,186,280,237,3057,1233,309,231,390,158,147,,,263,333,217,240,456
"Friday, 15 October 2021",1417,2599,,,401,122,2089,1423,291,178,1304.54562,1330,741,1297,,,79,16,551,493,1715,844,655,508,251,104,,1233,504,887,646,469,13,260,389,1328,419,58,4,864,502,613,531,397,646,697,4470,2858,641,681,551,540,441,,,381,418,399,484,696
"Saturday, 16 October 2021",,,,,855,186,3124,1841,406,338,1128.746583,1244,705,1537,,,102,20,924,875,2958,1084,1324,880,292,207,,1497,948,995,857,356,12,249,305,2406,898,48,3,681,509,652,930,388,457,461,6329,2553,514,506,845,874,317,,,133,366,371,327,665
"Sunday, 17 October 2021",,,,,524,176,3112,2186,361,342,2626.606274,1536,684,1416,,,107,14,857,850,3360,1252,954,1158,393,286,,2084,1131,1185,908,386,15,258,399,2550,1056,47,27,794,518,626,936,373,510,562,6217,2716,663,538,882,1183,363,,,104,344,282,305,530
"Monday, 18 October 2021",445,847,,,321,130,1521,1277,252,149,1170.263699,1252,462,909,,,81,16,464,421,1278,650,565,527,178,97,,860,408,672,568,355,14,269,410,786,367,111,7,758,688,183,398,349,587,738,3315,2616,593,592,504,411,487,,,152,383,328,396,444
"Tuesday, 19 October 2021",2082,3279,,,550,157,2451,1960,426,182,1643.8183,1857,763,1334,,,119,15,699,563,2173,1063,1080,718,289,142,,1608,673,1174,772,519,28,434,603,1739,492,38,7,1090,990,314,716,452,927,970,4956,3541,748,817,696,620,607,,,167,461,399,508,604
"Wednesday, 20 October 2021",1763,3966,,,520,161,2493,2028,402,188,1851.403879,1561,711,1528,,,103,34,770,848,2003,1089,973,859,292,148,,1466,722,973,956,492,25,401,695,1487,530,210,53,1143,1141,,612,501,883,1159,4747,4062,830,968,692,828,642,,,197,448,442,546,581
"Thursday, 21 October 2021",1374,2810,,,471,146,2094,1619,322,137,1399.905245,1582,492,1119,,,80,17,616,553,1551,761,720,603,185,138,582,1146,533,854,621,407,17,352,581,1056,446,29,4,999,994,,474,392,661,869,4041,3071,689,769,515,592,540,,,178,535,232,470,569
"Friday, 22 October 2021",1389,2741,,,383,129,2007,1419,266,122,1295.463751,1455,568,1279,,,92,20,722,705,1667,765,706,580,204,125,523,1136,443,1004,699,425,24,275,446,866,395,47,16,898,1162,,558,351,590,678,4265,2814,693,644,609,640,443,,,195,701,105,471,658
"Saturday, 23 October 2021",1409,2897,,,860,120,2482,1515,168,244,1045.063647,1070,551,1315,,,103,13,826,793,2633,1075,1280,823,251,144,615,1415,839,774,805,309,10,269,383,1566,657,31,2,597,1079,,769,327,417,472,5130,2554,482,505,690,943,318,,,102,455,133,325,634
"Sunday, 24 October 2021",1701,2939,,,345,113,1834,1828,227,241,1114.475075,878,598,1309,,,106,14,551,851,2459,1146,749,1003,264,194,662,1568,937,874,865,282,11,233,386,1930,898,51,14,640,1193,,680,340,416,485,4760,2764,480,471,854,1058,319,,,122,409,133,273,613
"Monday, 25 October 2021",1494,2670,,,431,152,1763,1696,231,163,1331.142522,1414,503,1048,,,113,15,589,498,1609,897,713,584,197,134,522,1101,517,819,630,473,18,334,556,1036,425,25,2,866,845,,444,432,637,929,3815,3073,635,755,599,553,532,,,158,549,228,431,575
"Tuesday, 26 October 2021",1856,3368,,,518,118,2182,1855,278,172,1612.680463,1616,549,1329,,,157,14,742,647,1943,1009,981,677,240,167,702,1529,674,1002,811,607,10,467,581,1171,514,122,19,1095,1086,,604,454,768,1015,4441,3624,757,868,676,668,644,,,166,632,278,,
"Wednesday, 27 October 2021",1888,3811,,,567,158,2064,2173,235,182,1800.156189,1556,501,1440,,,119,40,788,778,1983,1236,929,771,233,154,847,1543,728,953,947,508,22,482,703,1571,612,266,29,1191,1137,,603,518,962,1042,4693,4185,813,878,720,863,636,,,203,647,310,,
"Thursday, 28 October 2021",1494,3209,,,375,150,1768,1854,167,208,1571.163348,1376,464,1443,,,112,19,665,700,1749,943,671,622,178,176,751,1342,632,749,772,370,15,315,582,1157,487,25,5,1030,837,,447,433,656,874,4526,3411,744,797,704,608,517,,,170,536,421,236,547
"Friday, 29 October 2021",1192,2259,,,420,106,2030,1626,211,235,825.1526747,812,327,1062,,,89,13,621,716,1949,854,671,814,238,144,635,1470,754,792,653,253,5,272,383,1103,689,,,536,840,,735,288,425,451,,,392,458,705,776,232,,,115,370,257,239,615
"Saturday, 30 October 2021",1114,2088,,,593,76,1874,1276,196,177,784.284264,694,444,1066,,,95,10,498,659,1895,775,832,669,200,144,469,1158,600,644,557,203,8,164,240,1357,615,,,484,797,,584,251,267,328,,,372,339,586,772,223,,,139,310,306,232,613
"Sunday, 31 October 2021",1697,2378,,,550,128,2744,1516,259,259,864.7236756,1056,567,1035,,,140,16,763,644,2609,836,942,887,307,223,468,1842,754,948,681,322,7,295,368,1916,769,,,479,882,,1032,282,379,417,,,348,396,799,739,258,,,82,291,229,123,139
"Monday, 1 November 2021",1879,2944,,,595,178,2253,1733,403,216,1366.172589,1332,570,1182,,,109,23,650,526,2050,951,897,695,263,146,533,1520,588,1024,681,510,26,432,649,1281,558,,,962,1010,,720,465,597,989,,,666,744,680,545,571,,,170,491,325,,
